as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,EPMT,Healthcare,2630.0,7123723354112,8.5984,0.8627,305.87,0.10543,0.0531,2.191,7.89,0.0
2026-09-22,EPMT,Healthcare,2630.0,7123723354112,8.5984,0.8627,305.87,0.10543,0.0531,2.191,7.89,0.0
