as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,HEXA,Industrials,4070.0,3418799996928,13.5721,20148.514,299.88,0.0805,0.03107,52.164,10.52,1.5226
2026-09-22,HEXA,Industrials,4070.0,3418799996928,13.5059,20148.514,301.35,0.0805,0.03107,52.164,10.52,1.5226
