as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,SDRA,Financial Services,206.0,3026591154176,,0.2715,-37.42,-0.04413,-0.01024,,3.2,0.0
2026-09-22,SDRA,Financial Services,206.0,3026591154176,,0.2715,-37.42,-0.04413,-0.01024,,3.2,0.0
