as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,POLI,Real Estate,915.0,1839631695872,27.5852,0.8591,33.17,0.03135,0.0236,64.125,,0.0
2026-09-22,POLI,Real Estate,895.0,1799421165568,26.9822,0.8404,33.17,0.03135,0.0236,64.125,,0.0
