as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,CMNT,Basic Materials,745.0,12758500245504,,5.6528,-13.85,-0.08055,0.03381,352.729,,0.0
2026-09-22,CMNT,Basic Materials,740.0,12672872480768,,5.6149,-13.85,-0.08055,0.03381,352.729,,0.0
