as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,CTRA,Real Estate,565.0,10472667480064,4.1538,0.4275,136.02,0.10043,0.04689,29.003,6.43,0.2647
2026-09-22,CTRA,Real Estate,575.0,10658024259584,4.2273,0.435,136.02,0.10043,0.04689,29.003,6.43,0.2647
