as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,LIFE,Financial Services,10400.0,21840000974848,78.1309,2.6657,133.11,0.03388,0.01315,0.136,0.84,0.7218
2026-09-22,LIFE,Financial Services,10400.0,21840000974848,78.1309,2.6657,133.11,0.03388,0.01315,0.136,0.84,0.7218
