as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ABDA,Financial Services,4980.0,3091617021952,27.2131,1.7184,183.0,0.06635,0.02929,,,0.0
2026-09-22,ABDA,Financial Services,4980.0,3091617021952,27.2131,1.7184,183.0,0.06635,0.02929,,,0.0
