as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,INTP,Basic Materials,5175.0,17755803746304,7.3287,0.7686,706.13,0.10689,0.04378,12.218,8.91,0.6626
2026-09-22,INTP,Basic Materials,5175.0,17755803746304,7.3287,0.7686,706.13,0.10689,0.04378,12.218,8.91,0.6626
