as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,YUPI,Consumer Defensive,1260.0,10766055899136,17.2626,6.1871,72.99,0.25381,0.15129,44.369,5.35,0.708
2026-09-22,YUPI,Consumer Defensive,1255.0,10723332718592,17.1941,6.1626,72.99,0.25381,0.15129,44.369,5.35,0.708
