as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,AMRT,Consumer Defensive,1290.0,53008465395712,15.0,2.9779,86.0,0.20027,0.07356,14.109,3.16,0.4824
2026-09-22,AMRT,Consumer Defensive,1300.0,53419385552896,15.1163,3.001,86.0,0.20027,0.07356,14.109,3.16,0.4824
