as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ISSP,Basic Materials,404.0,2848797229056,5.0786,0.4932,79.55,0.10294,0.05468,62.376,4.95,0.2514
2026-09-22,ISSP,Basic Materials,404.0,2848797229056,5.0792,0.4932,79.54,0.10294,0.05468,62.376,4.95,0.2514
