as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,SMDM,Real Estate,540.0,2576954425344,143.617,1.1028,3.76,0.00541,0.00798,0.942,,0.0
2026-09-22,SMDM,Real Estate,540.0,2576954425344,143.617,1.1028,3.76,0.00541,0.00798,0.942,,0.0
