as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ACES,Consumer Cyclical,342.0,5855173410816,7.663,0.92,44.63,0.1212,0.06339,15.331,9.25,0.7171
2026-09-22,ACES,Consumer Cyclical,340.0,5820932685824,7.6182,0.9147,44.63,0.1212,0.06339,15.331,9.25,0.7171
