as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,IFII,Basic Materials,224.0,2108287877120,14.9234,1.4987,15.01,0.10998,0.07313,13.743,5.19,0.8
2026-09-22,IFII,Basic Materials,224.0,2108287877120,14.9234,1.4987,15.01,0.10998,0.07313,13.743,5.19,0.8
