as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,JSPT,Real Estate,1445.0,3350573350912,7.4114,1.2631,194.97,0.16856,0.08037,70.752,1.72,0.1282
2026-09-22,JSPT,Real Estate,1445.0,3350573350912,7.4114,1.2631,194.97,0.16856,0.08037,70.752,1.72,0.1282
