as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ESSA,Basic Materials,590.0,10163915325440,11.2253,23600.0,52.56,0.14062,0.08891,0.019,8.67,0.2023
2026-09-22,ESSA,Basic Materials,600.0,10336184827904,11.4155,24000.0,52.56,0.14062,0.08891,0.019,8.67,0.2023
