as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,FILM,Communication Services,710.0,7730172002304,,2.4821,-19.99,-0.0878,-0.02318,12.248,,0.0
2026-09-22,FILM,Communication Services,715.0,7784609873920,,2.4996,-19.99,-0.0878,-0.02318,12.248,,0.0
