as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,BBMD,Financial Services,2000.0,8058249412608,25.6377,1.5047,78.01,0.05636,0.0185,,1.12,0.2989
2026-09-22,BBMD,Financial Services,2000.0,8058249412608,26.7845,1.5047,74.67,0.05636,0.0185,,1.12,0.2989
