as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,KPIG,Real Estate,63.0,6760708964352,9.8592,0.229,6.39,0.02136,0.01102,18.546,,0.0
2026-09-22,KPIG,Real Estate,64.0,6868021805056,10.4746,0.2326,6.11,0.02136,0.01102,18.546,,0.0
