as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,CLAY,Consumer Cyclical,2750.0,7067499757568,270.1375,247.4579,10.18,1.64382,0.04234,1041.695,,0.0
2026-09-22,CLAY,Consumer Cyclical,2750.0,7067499757568,270.1375,247.4579,10.18,1.64382,0.04234,1041.695,,0.0
