as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,TIFA,Financial Services,316.0,1122499297280,16.0,0.918,19.75,0.05804,0.03727,55.993,1.28,0.204
2026-09-22,TIFA,Financial Services,316.0,1122499297280,16.0,0.918,19.75,0.05804,0.03727,55.993,1.28,0.204
