as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,TRIN,Real Estate,352.0,1580976701440,82.243,2.6176,4.28,0.01572,-0.01074,195.163,,0.0
2026-09-22,TRIN,Real Estate,352.0,1587033669632,82.243,2.6176,4.28,0.01572,-0.01074,195.163,,0.0
