as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,MGRO,Consumer Defensive,675.0,2354653429760,,7.5466,-10.48,-0.09038,0.01041,584.615,,0.0
2026-09-22,MGRO,Consumer Defensive,680.0,2372095442944,,7.6025,-10.48,-0.09038,0.01041,584.615,,0.0
