as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,MLPT,Technology,1150.0,53906251972608,141.8003,72.6836,8.11,0.53878,0.06787,28.71,0.45,0.6544
2026-09-22,MLPT,Technology,1145.0,53671874265088,141.1837,72.3676,8.11,0.53878,0.06787,28.71,0.45,0.6544
