as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ADMF,Financial Services,8725.0,10696735588352,5.818,0.6914,1499.65,0.13755,0.05296,126.491,7.18,0.42
2026-09-22,ADMF,Financial Services,8725.0,10696735588352,5.818,0.6914,1499.65,0.13755,0.05296,126.491,7.18,0.42
