as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ITMG,Energy,25875.0,28848013967360,7.8481,15017.411,3296.98,0.11119,0.07141,5.2,6.62,0.5342
2026-09-22,ITMG,Energy,25975.0,28642639872000,7.7088,15075.449,3369.54,0.11119,0.07141,5.2,6.62,0.5342
