as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,BRAM,Consumer Cyclical,4690.0,2110767235072,20.0026,9873.685,234.47,0.03371,0.01244,1.102,4.27,0.8446
2026-09-22,BRAM,Consumer Cyclical,4690.0,2110767235072,20.0026,9873.685,234.47,0.03371,0.01244,1.102,4.27,0.8446
