as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,NCKL,Basic Materials,915.0,57633897709568,5.3471,1.3137,171.12,0.26019,0.07742,16.872,4.58,0.0
2026-09-22,NCKL,Basic Materials,920.0,57948835414016,5.3763,1.3209,171.12,0.26019,0.07742,16.872,4.58,0.0
