as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ROTI,Consumer Defensive,580.0,3260919840768,17.0038,2.0441,34.11,0.10934,0.05235,62.37,13.68,2.368
2026-09-22,ROTI,Consumer Defensive,585.0,3289031114752,17.3026,2.0617,33.81,0.10934,0.05235,62.37,13.68,2.368
