as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,BBKP,Financial Services,50.0,9394376933376,,1.1642,-1.17,-0.02667,-0.00255,,,0.0
2026-09-22,BBKP,Financial Services,50.0,9394376933376,,1.1642,-1.17,-0.02667,-0.00255,,,0.0
