as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,IFSH,Basic Materials,960.0,1846365519872,15.0188,2.195,63.92,0.18739,0.21176,6.203,2.45,0.4065
2026-09-22,IFSH,Basic Materials,960.0,1846365519872,15.0188,2.195,63.92,0.18739,0.21176,6.203,2.45,0.4065
