as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,NETV,Communication Services,50.0,2068025966592,,5.5605,-5.68,-0.51474,-0.10695,115.654,,0.0
2026-09-22,NETV,Communication Services,50.0,2068025966592,,5.5605,-5.68,-0.51474,-0.10695,115.654,,0.0
