as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,STAA,Consumer Defensive,1200.0,13081714360320,8.2169,2.038,146.04,0.29994,0.16562,24.32,6.28,0.3767
2026-09-22,STAA,Consumer Defensive,1195.0,13027206234112,8.1832,2.0295,146.03,0.29994,0.16562,24.32,6.28,0.3767
