as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,SMSM,Consumer Cyclical,1680.0,9674574266368,8.4392,2.4134,199.07,0.28834,0.17853,3.58,9.41,0.7035
2026-09-22,SMSM,Consumer Cyclical,1685.0,9703368163328,8.4644,2.4206,199.07,0.28834,0.17853,3.58,9.41,0.7035
