as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,JGLE,Consumer Cyclical,65.0,1467824078848,,1.3711,-1.91,-0.03989,0.0025,22.386,,0.0
2026-09-22,JGLE,Consumer Cyclical,66.0,1490406080512,,1.3922,-1.91,-0.03989,0.0025,22.386,,0.0
