as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,PRAY,Healthcare,780.0,10888349220864,58.7349,3.308,13.28,0.05456,0.02991,56.421,,0.0
2026-09-22,PRAY,Healthcare,780.0,10888349220864,58.7349,3.308,13.28,0.05456,0.02991,56.421,,0.0
