as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,KAEF,Healthcare,434.0,2415899443200,,0.8342,-41.23,-0.0834,-0.00197,266.222,,0.0
2026-09-22,KAEF,Healthcare,434.0,2415899705344,,0.8342,-41.23,-0.0834,-0.00197,266.222,,0.0
