as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,GMTD,Real Estate,1195.0,1213379117056,40.8128,1.3856,29.28,0.03443,0.01393,0.016,0.34,0.1382
2026-09-22,GMTD,Real Estate,1195.0,1213379117056,40.8128,1.3856,29.28,0.03443,0.01393,0.016,0.34,0.1382
