as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ARTO,Financial Services,885.0,12267278041088,37.0293,1.359,23.9,0.03824,0.00916,,,0.0
2026-09-22,ARTO,Financial Services,875.0,12128664682496,36.6109,1.3437,23.9,0.03824,0.00916,,,0.0
