as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,SAME,Healthcare,294.0,5046402023424,233.3333,1.3189,1.26,0.00705,0.01167,24.078,,0.0
2026-09-22,SAME,Healthcare,292.0,5012072693760,231.746,1.31,1.26,0.00705,0.01167,24.078,,0.0
