as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,BACA,Financial Services,116.0,2314550902784,16.2238,0.3399,7.15,0.02117,0.00585,,,0.0
2026-09-22,BACA,Financial Services,116.0,2314550902784,16.2238,0.3399,7.15,0.02117,0.00585,,,0.0
