as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,BSWD,Financial Services,1500.0,5533300424704,79.3651,1.5513,18.9,0.01975,0.00985,,,0.0
2026-09-22,BSWD,Financial Services,1500.0,5533300424704,79.3651,1.5513,18.9,0.01975,0.00985,,,0.0
