as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,HERO,Consumer Cyclical,328.0,1372231958528,109.699,0.7971,2.99,0.00623,0.03028,76.735,,0.0
2026-09-22,HERO,Consumer Cyclical,334.0,1397333688320,111.7057,0.8117,2.99,0.00623,0.03028,76.735,,0.0
