as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,AGRO,Financial Services,141.0,1541122949120,,1.1929,-21.04,-0.16188,-0.03956,,,0.0
2026-09-22,AGRO,Financial Services,141.0,1541122949120,,1.1929,-21.04,-0.16188,-0.03956,,,0.0
