as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,NOBU,Financial Services,555.0,4150536437760,7.0665,0.9323,78.54,0.14066,0.01481,,,0.0
2026-09-22,NOBU,Financial Services,560.0,4187928657920,7.1301,0.9407,78.54,0.14066,0.01481,,,0.0
