as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,TLKM,Communication Services,2480.0,244480728891392,14.2529,2.066,174.0,0.17683,0.07579,59.982,8.93,1.2516
2026-09-22,TLKM,Communication Services,2480.0,244480728891392,13.9185,1.8231,178.18,0.17683,0.07579,59.982,8.93,1.2516
