as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ASLI,Industrials,408.0,2549999992832,,7.0032,-39.35,-0.24982,-0.11698,5.792,,0.0
2026-09-22,ASLI,Industrials,406.0,2537499918336,,6.9689,-39.35,-0.24982,-0.11698,5.792,,0.0
