as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,COIN,Financial Services,825.0,12132352524288,,8.0283,-1.11,-0.0111,-0.0012,0.336,,0.0
2026-09-22,COIN,Financial Services,825.0,12132352524288,,8.0283,-1.11,-0.0111,-0.0012,0.336,,0.0
