as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,TFCO,Consumer Cyclical,850.0,4099614965760,,13076.924,-5.36,-0.00511,-0.0031,0.279,,0.0
2026-09-22,TFCO,Consumer Cyclical,850.0,4099614965760,,13076.924,-5.36,-0.00511,-0.0031,0.279,,0.0
