as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,DATA,Communication Services,1660.0,2282500128768,18.0317,5.5081,92.06,0.34452,0.147,110.653,,0.0
2026-09-22,DATA,Communication Services,1655.0,2275625140224,17.9774,5.4915,92.06,0.34452,0.147,110.653,,0.0
