as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,ARGO,Consumer Cyclical,1215.0,3856821911552,147.4515,24.1743,8.24,0.17829,0.01345,506.29,,0.0
2026-09-22,ARGO,Consumer Cyclical,1220.0,3872693682176,148.0583,24.2738,8.24,0.17829,0.01345,506.29,,0.0
