as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,DWGL,Energy,220.0,2035620642816,8.7406,3.4049,25.17,0.48364,0.10067,50.265,,0.0
2026-09-22,DWGL,Energy,222.0,2054126305280,8.82,3.4359,25.17,0.48364,0.10067,50.265,,0.0
