as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,MBAP,Energy,1725.0,2117044142080,32.3761,11348.685,53.28,0.02135,0.01924,21.327,2.9,0.0
2026-09-22,MBAP,Energy,1725.0,2117044142080,32.3761,11348.685,53.28,0.02135,0.01924,21.327,2.9,0.0
