as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,DKFT,Basic Materials,660.0,3638900555776,5.5083,2.3657,119.82,0.5056,0.12613,33.883,13.24,0.5008
2026-09-22,DKFT,Basic Materials,665.0,3666468143104,5.55,2.3837,119.82,0.5056,0.12613,33.883,13.24,0.5008
