as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,WIFI,Communication Services,1820.0,9661559341056,17.8993,1.2944,101.68,0.16085,0.06222,115.824,0.11,0.0
2026-09-22,WIFI,Communication Services,1810.0,9608474132480,17.8009,1.2873,101.68,0.16085,0.06222,115.824,0.11,0.0
