as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,LPGI,Financial Services,645.0,1934999945216,12.1652,1.7333,53.02,0.14994,0.03608,,1.55,0.1887
2026-09-22,LPGI,Financial Services,645.0,1934999945216,12.0764,1.7333,53.41,0.14994,0.03608,,1.55,0.1887
