as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,SILO,Healthcare,2070.0,26885073403904,21.7506,2.615,95.17,0.13108,0.07973,23.241,,0.0
2026-09-22,SILO,Healthcare,2060.0,26755194683392,21.6455,2.6024,95.17,0.13108,0.07973,23.241,,0.0
