as_of,ticker,sector,price,market_cap,pe_trailing,pbv,eps_ttm,roe,roa,debt_to_equity,dividend_yield,payout_ratio
2026-09-22,GWSA,Real Estate,165.0,1287125336064,9.6098,0.1765,17.17,0.01838,-0.00491,2.054,,0.0
2026-09-22,GWSA,Real Estate,165.0,1287125336064,9.0959,0.1765,18.14,0.01838,-0.00491,2.054,,0.0
